 N� do im�vel;UF;Cidade;Bairro;Endere�o;Pre�o;Valor de avalia��o;Desconto;Descri��o;Modalidade de venda;Link de acesso
1500000000247;GO;LUZIANIA;SETOR MANDUCA;Rua Vinte e Cinco, N. SN, LT 110, QD 107;100.000,00;125.000,00;20.00;Lote, 200.00 de área do terreno, plano, murado.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000247
1500000000248;GO;GOIANIA;SETOR SERRINHA;Rua C-265, N. 10, Apto 2201, RES. VILA RICA;450.000,00;560.000,00;19.64;Apartamento, 85.00 de área privativa, 3 qto(s), suíte, varanda gourmet.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000248
1500000000249;GO;GOIANIA;SETOR CENTRAL;Rua 40, N. 10, CS 111, LT 108;350.000,00;430.000,00;18.60;Casa, 120.00 de área privativa, 260.00 de área do terreno, 3 qto(s), edícula.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000249
1500000000250;GO;ANAPOLIS;CIDADE JARDIM;Rua Vinte e Dois, N. SN, LT 112, QD 109;160.000,00;200.000,00;20.00;Terreno, 280.00 de área do terreno, próximo a avenida.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000250
1500000000251;GO;RIO VERDE;PARQUE DOS BURITIS;Rua das Amendoeiras, N. 10, CS 113, LT 110;230.000,00;285.000,00;19.30;Casa, 110.00 de área privativa, 220.00 de área do terreno, 3 qto(s), reformada.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000251
1500000000252;GO;APARECIDA DE GOIANIA;SETOR GARAVELO;Rua 20, N. SN, Apto 804, RES. VILA REAL;250.000,00;310.000,00;19.35;Apartamento, 65.00 de área privativa, 2 qto(s), varanda fechada.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000252
1500000000253;GO;GOIANIA;SETOR NOVA SUIÇA;Rua C-275, N. 100, Apto 3001, ED. JARDIM LUXURY;620.000,00;770.000,00;19.50;Apartamento, 100.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas, alto padrão.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000253
1500000000254;GO;GOIANIA;JARDIM AMERICA;Rua C-175, N. SN, Apto 1603, RES. AMERICA SUL;380.000,00;470.000,00;19.15;Apartamento, 80.00 de área privativa, 2 qto(s), suíte, lazer completo.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000254
1500000000255;GO;ANAPOLIS;VILA FABRIL;Rua Cinquenta e Cinco, N. 10, LT 114, QD 111;120.000,00;150.000,00;20.00;Lote, 220.00 de área do terreno, com asfalto e rede de água.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000255
1500000000256;GO;RIO VERDE;SETOR PRIMAVERA;Rua das Violetas, N. 100, CS 115, LT 112;190.000,00;240.000,00;20.83;Casa, 90.00 de área privativa, 180.00 de área do terreno, 2 qto(s), com laje.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000256
1500000000257;GO;APARECIDA DE GOIANIA;SETOR MORADA DOS PAINÉIS;Rua X-13, N. SN, Apto 1002, ED. MORADA SUL;270.000,00;330.000,00;18.18;Apartamento, 65.00 de área privativa, 2 qto(s), varanda, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000257
1500000000258;GO;GOIANIA;SETOR BUENO;Rua T-48, N. 50, Apto 2801, ED. BUENO PRIME;700.000,00;880.000,00;20.45;Apartamento, 110.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000258
1500000000259;GO;LUZIANIA;JARDIM AMERICA;Rua P-5, N. 10, LT 116, QD 113;130.000,00;160.000,00;18.75;Terreno, 240.00 de área do terreno, de esquina.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000259
1500000000260;GO;GOIANIA;SETOR AEROPORTO;Rua 14, N. SN, Apto 1605, RES. AEROPORTO;350.000,00;440.000,00;20.45;Apartamento, 75.00 de área privativa, 2 qto(s), suíte, varanda.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000260
1500000000261;GO;GOIANIA;SETOR OESTE;Rua 30, N. 50, CS 117, LT 114;400.000,00;500.000,00;20.00;Casa, 130.00 de área privativa, 280.00 de área do terreno, 3 qto(s), reformada.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000261
1500000000262;GO;ANAPOLIS;VILA SANTA MARIA DE NAZARE;Rua Nove, N. SN, LT 118, QD 115;140.000,00;175.000,00;20.00;Lote, 260.00 de área do terreno, próximo a comércio.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000262
1500000000263;GO;RIO VERDE;BAIRRO JARDIM MONTE VERDE;Rua dos Manacás, N. 50, CS 119, LT 116;250.000,00;310.000,00;19.35;Casa, 115.00 de área privativa, 240.00 de área do terreno, 3 qto(s), edícula.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000263
1500000000264;GO;APARECIDA DE GOIANIA;SETOR CIDADE LIVRE;Rua Quarenta, N. 10, Apto 1005, RES. CIDADE VIVA II;240.000,00;300.000,00;20.00;Apartamento, 60.00 de área privativa, 2 qto(s), varanda ampla.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000264
1500000000265;GO;GOIANIA;SETOR JARDIM GOIAS;Rua 62, N. 100, Apto 3504, ED. JARDIM PLACE;720.000,00;900.000,00;20.00;Apartamento, 125.00 de área privativa, 4 qto(s), 3 suítes, 2 vagas, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000265
1500000000266;GO;GOIANIA;SETOR SUL;Rua 95, N. 50, LT 120, QD 117;300.000,00;370.000,00;18.92;Terreno, 320.00 de área do terreno, plano.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000266
1500000000267;GO;ANAPOLIS;VILA SANTA CATARINA;Rua Santa Rita, N. SN, CS 121, LT 118;170.000,00;210.000,00;19.05;Casa, 80.00 de área privativa, 150.00 de área do terreno, 2 qto(s), bom estado.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000267
1500000000268;GO;RIO VERDE;BAIRRO VILA AMERICANA;Rua Trinta e Três, N. 50, Apto 1501, RES. VILA VISTA;250.000,00;310.000,00;19.35;Apartamento, 62.00 de área privativa, 2 qto(s), varanda fechada.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000268
1500000000269;GO;APARECIDA DE GOIANIA;SETOR JARDIM OLIMPO;Rua O-12, N. SN, Apto 3003, ED. JARDIM SUL;350.000,00;440.000,00;20.45;Apartamento, 80.00 de área privativa, 3 qto(s), suíte, 2 vagas.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000269
1500000000270;GO;GOIANIA;SETOR MARISTA;Rua 150, N. 10, CS 122, LT 119;550.000,00;680.000,00;19.12;Casa, 180.00 de área privativa, 350.00 de área do terreno, 4 qto(s), 3 vagas.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000270
1500000000271;GO;LUZIANIA;SETOR CENTRAL;Rua Vinte e Três de Maio, N. SN, LT 123, QD 120;95.000,00;120.000,00;20.83;Terreno, 150.00 de área do terreno, próximo a praça.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000271
1500000000272;GO;GOIANIA;SETOR OESTE;Rua T-1, N. 100, Apto 2005, RES. OESTE PRIME;430.000,00;540.000,00;20.37;Apartamento, 85.00 de área privativa, 3 qto(s), suíte, lazer completo.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000272
1500000000273;GO;GOIANIA;SETOR BUENO;Rua T-2, N. 50, Apto 1502, ED. BUENO VILLE;550.000,00;680.000,00;19.12;Apartamento, 90.00 de área privativa, 3 qto(s), suíte, 2 vagas.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000273
1500000000274;GO;ANAPOLIS;VILA INDUSTRIAL;Rua Vinte e Seis, N. 10, CS 124, LT 121;180.000,00;220.000,00;18.18;Casa, 85.00 de área privativa, 160.00 de área do terreno, 2 qto(s), forro PVC.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000274
1500000000275;GO;RIO VERDE;BAIRRO JARDIM PRESIDENTE;Rua Quinze, N. SN, LT 125, QD 122;120.000,00;150.000,00;20.00;Lote, 250.00 de área do terreno, em aclive.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000275
1500000000276;GO;APARECIDA DE GOIANIA;SETOR PARQUE FLAMBOYANT;Rua T-17, N. 50, Apto 1804, RES. FLAMBOYANT VISTA;280.000,00;350.000,00;20.00;Apartamento, 70.00 de área privativa, 2 qto(s), varanda fechada.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000276
1500000000277;GO;GOIANIA;SETOR ALTO DA GLORIA;Rua T-18, N. SN, CS 126, LT 123;500.000,00;620.000,00;19.35;Casa, 160.00 de área privativa, 320.00 de área do terreno, 3 qto(s), 2 vagas, edícula.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000277
1500000000278;GO;GOIANIA;SETOR AEROPORTO;Rua 15, N. 10, Apto 2801, ED. RIO GRANDE PRIME;480.000,00;600.000,00;20.00;Apartamento, 90.00 de área privativa, 3 qto(s), suíte, 2 vagas.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000278
1500000000279;GO;LUZIANIA;SETOR MANDUCA;Rua Trinta, N. SN, LT 127, QD 124;110.000,00;140.000,00;21.43;Terreno, 240.00 de área do terreno, plano.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000279
1500000000280;GO;GOIANIA;SETOR SERRINHA;Rua C-267, N. 50, Apto 2503, RES. SERRINHA VIEW;480.000,00;600.000,00;20.00;Apartamento, 90.00 de área privativa, 3 qto(s), suíte, varanda gourmet.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000280
1500000000281;GO;GOIANIA;SETOR CENTRAL;Rua 45, N. SN, Apto 1802, ED. CENTRAL VIVA;380.000,00;470.000,00;19.15;Apartamento, 78.00 de área privativa, 2 qto(s), suíte, lazer.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000281
1500000000282;GO;ANAPOLIS;CIDADE JARDIM;Rua Vinte e Quatro, N. 100, CS 128, LT 125;210.000,00;260.000,00;19.23;Casa, 95.00 de área privativa, 180.00 de área do terreno, 3 qto(s), bom estado.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000282
1500000000283;GO;RIO VERDE;PARQUE DOS BURITIS;Rua das Acácias, N. SN, Apto 1805, RES. RIO VILLE PRIME;300.000,00;370.000,00;18.92;Apartamento, 72.00 de área privativa, 2 qto(s), suíte, lazer completo.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000283
1500000000284;GO;APARECIDA DE GOIANIA;SETOR GARAVELO;Rua 22, N. 50, CS 129, LT 126;190.000,00;240.000,00;20.83;Casa, 90.00 de área privativa, 170.00 de área do terreno, 3 qto(s), forro PVC.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000284
1500000000285;GO;GOIANIA;SETOR NOVA SUIÇA;Rua C-277, N. SN, Apto 3505, ED. JARDIM ICON;680.000,00;850.000,00;20.00;Apartamento, 115.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000285
1500000000286;GO;GOIANIA;JARDIM AMERICA;Rua C-180, N. 10, LT 130, QD 127;330.000,00;410.000,00;19.51;Terreno, 350.00 de área do terreno, comercial.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000286
1500000000287;GO;ANAPOLIS;VILA FABRIL;Rua Sessenta, N. 50, CS 131, LT 128;150.000,00;190.000,00;21.05;Casa, 75.00 de área privativa, 140.00 de área do terreno, 2 qto(s), murada e gradeada.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000287
1500000000288;GO;RIO VERDE;SETOR PRIMAVERA;Rua das Begônias, N. SN, LT 132, QD 129;110.000,00;140.000,00;21.43;Lote, 220.00 de área do terreno, plano.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000288
1500000000289;GO;APARECIDA DE GOIANIA;SETOR MORADA DOS PAINÉIS;Rua X-15, N. 100, Apto 1201, ED. NOVA VISTA II;290.000,00;360.000,00;19.44;Apartamento, 70.00 de área privativa, 2 qto(s), suíte, varanda fechada.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000289
1500000000290;GO;GOIANIA;SETOR BUENO;Rua T-50, N. SN, CS 133, LT 130;420.000,00;520.000,00;19.23;Casa, 130.00 de área privativa, 280.00 de área do terreno, 3 qto(s), edícula.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000290
1500000000291;GO;LUZIANIA;JARDIM AMERICA;Rua P-7, N. 50, Apto 1001, RES. VILA LUZ II;160.000,00;200.000,00;20.00;Apartamento, 55.00 de área privativa, 2 qto(s), lazer básico.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000291
1500000000292;GO;GOIANIA;SETOR AEROPORTO;Rua 16, N. SN, LT 134, QD 131;200.000,00;250.000,00;20.00;Terreno, 300.00 de área do terreno, plano.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000292
1500000000293;GO;GOIANIA;SETOR OESTE;Rua 32, N. 100, Apto 1804, ED. OESTE PRIME II;450.000,00;560.000,00;19.64;Apartamento, 85.00 de área privativa, 3 qto(s), suíte, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000293
1500000000294;GO;ANAPOLIS;VILA SANTA MARIA DE NAZARE;Rua Doze, N. 50, Apto 1503, RES. NAZARÉ PRIME;280.000,00;350.000,00;20.00;Apartamento, 70.00 de área privativa, 2 qto(s), suíte, varanda.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000294
1500000000295;GO;RIO VERDE;BAIRRO JARDIM MONTE VERDE;Rua dos Lírios, N. SN, LT 135, QD 132;150.000,00;190.000,00;21.05;Terreno, 300.00 de área do terreno, plano, murado.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000295
1500000000296;GO;APARECIDA DE GOIANIA;SETOR CIDADE LIVRE;Rua Quarenta e Cinco, N. 50, CS 136, LT 133;200.000,00;250.000,00;20.00;Casa, 95.00 de área privativa, 180.00 de área do terreno, 3 qto(s), bom estado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000296
1500000000297;GO;GOIANIA;SETOR JARDIM GOIAS;Rua 65, N. SN, Apto 4001, ED. JARDIM ICON;800.000,00;1.000.000,00;20.00;Apartamento, 130.00 de área privativa, 4 qto(s), 3 suítes, 3 vagas, lazer alto padrão.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000297
1500000000298;GO;GOIANIA;SETOR SUL;Rua 96, N. 10, LT 137, QD 134;350.000,00;430.000,00;18.60;Terreno, 380.00 de área do terreno, comercial, de esquina.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000298
1500000000299;GO;ANAPOLIS;VILA SANTA CATARINA;Rua Santa Luzia, N. SN, Apto 1004, RES. VILA LESTE;260.000,00;320.000,00;18.75;Apartamento, 65.00 de área privativa, 2 qto(s), varanda ampla.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000299
1500000000300;GO;RIO VERDE;BAIRRO VILA AMERICANA;Rua Trinta e Cinco, N. 10, CS 138, LT 135;210.000,00;260.000,00;19.23;Casa, 100.00 de área privativa, 200.00 de área do terreno, 3 qto(s), com laje.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000300
1500000000301;GO;GOIANIA;SETOR BUENO;Rua T-30, N. 150, Apto 1803, ED. SUPREME PRIME;540.000,00;670.000,00;19.40;Apartamento, 80.00 de área privativa, 2 qto(s), suíte, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000301
1500000000302;GO;APARECIDA DE GOIANIA;PARQUE AMAZONIA;Avenida T-8, N. 50, Apto 1205, RES. PARQUE BRASIL;300.000,00;370.000,00;18.92;Apartamento, 70.00 de área privativa, 2 qto(s), varanda, lazer completo.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000302
1500000000303;GO;ANAPOLIS;CENTRO;Rua Doze, N. SN, LT 139, QD 136;170.000,00;210.000,00;19.05;Terreno, 240.00 de área do terreno, comercial.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000303
1500000000304;GO;RIO VERDE;BAIRRO POPULAR;Rua D, N. 100, CS 140, LT 137;160.000,00;200.000,00;20.00;Casa, 75.00 de área privativa, 140.00 de área do terreno, 2 qto(s), forro PVC.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000304
1500000000305;GO;LUZIANIA;SETOR CENTRAL;Rua Doutor, N. 50, Apto 505, ED. LUZIÂNIA CENTRO;150.000,00;185.000,00;18.92;Apartamento, 48.00 de área privativa, 2 qto(s), 1 vaga.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000305
1500000000306;GO;GOIANIA;SETOR MARISTA;Rua 149, N. 200, Apto 2004, ED. MARISTA ICON;780.000,00;980.000,00;20.37;Apartamento, 120.00 de área privativa, 4 qto(s), 3 suítes, 2 vagas.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000306
1500000000307;GO;GOIANIA;SETOR OESTE;Rua 35, N. SN, LT 141, QD 138;380.000,00;470.000,00;19.15;Terreno, 400.00 de área do terreno, plano, murado.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000307
1500000000308;GO;APARECIDA DE GOIANIA;VILA BRASILIA;Rua Onze, N. 5, CS 142, LT 139;170.000,00;210.000,00;19.05;Casa, 80.00 de área privativa, 150.00 de área do terreno, 2 qto(s), murada e gradeada.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000308
1500000000309;GO;GOIANIA;SETOR NOVA SUIÇA;Avenida T-64, N. 50, Apto 1801, ED. VILA NOVA SUIÇA;520.000,00;650.000,00;20.00;Apartamento, 88.00 de área privativa, 3 qto(s), suíte, varanda gourmet.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000309
1500000000310;GO;ANAPOLIS;VILA VITORIA;Rua Dezesseis, N. SN, Apto 603, RES. VITORIA SUL;230.000,00;285.000,00;19.30;Apartamento, 60.00 de área privativa, 2 qto(s), lazer completo.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000310
1500000000311;GO;RIO VERDE;VILA MARIA;Rua Seis, N. 100, LT 143, QD 140;120.000,00;150.000,00;20.00;Terreno, 250.00 de área do terreno, com estrutura antiga.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000311
1500000000312;GO;APARECIDA DE GOIANIA;SETOR JARDIM OLIMPO;Rua O-15, N. SN, CS 144, LT 141;220.000,00;270.000,00;18.52;Casa, 100.00 de área privativa, 200.00 de área do terreno, 3 qto(s), bom estado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000312
1500000000313;GO;GOIANIA;SETOR BUENO;Rua T-53, N. 10, Apto 1201, ED. CLASSIC PRIME;480.000,00;600.000,00;20.00;Apartamento, 78.00 de área privativa, 2 qto(s), suíte, armários.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000313
1500000000314;GO;GOIANIA;PARQUE AMAZONIA;Avenida T-7, N. SN, Apto 1803, RES. AMAZONIA VILLE;320.000,00;400.000,00;20.00;Apartamento, 65.00 de área privativa, 2 qto(s), varanda, lazer completo.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000314
1500000000315;GO;ANAPOLIS;VILA INDUSTRIAL;Rua Vinte e Oito, N. 50, LT 145, QD 142;130.000,00;165.000,00;21.21;Terreno, 240.00 de área do terreno, de esquina.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000315
1500000000316;GO;RIO VERDE;BAIRRO JARDIM PRESIDENTE;Rua Dezesseis, N. 10, CS 146, LT 143;200.000,00;250.000,00;20.00;Casa, 95.00 de área privativa, 180.00 de área do terreno, 3 qto(s), bom estado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000316
1500000000317;GO;APARECIDA DE GOIANIA;SETOR PARQUE FLAMBOYANT;Rua T-19, N. SN, Apto 2004, ED. FLAMBOYANT PRIME;310.000,00;390.000,00;20.51;Apartamento, 75.00 de área privativa, 3 qto(s), suíte, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000317
1500000000318;GO;GOIANIA;SETOR ALTO DA GLORIA;Rua T-20, N. 100, CS 147, LT 144;550.000,00;680.000,00;19.12;Casa, 170.00 de área privativa, 350.00 de área do terreno, 3 qto(s), 2 vagas, edícula.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000318
1500000000319;GO;LUZIANIA;SETOR MANDUCA;Rua Trinta e Cinco, N. SN, LT 148, QD 145;100.000,00;125.000,00;20.00;Lote, 200.00 de área do terreno, com estrutura de fundação.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000319
1500000000320;GO;GOIANIA;SETOR AEROPORTO;Rua 18, N. 50, Apto 1805, RES. AEROPORTO LUXURY;410.000,00;510.000,00;19.61;Apartamento, 80.00 de área privativa, 2 qto(s), suíte, reformado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000320
1500000000321;GO;GOIANIA;SETOR SERRINHA;Rua C-270, N. SN, Apto 2803, ED. SERRINHA PRIME II;520.000,00;650.000,00;20.00;Apartamento, 95.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas, varanda gourmet.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000321
1500000000322;GO;ANAPOLIS;CIDADE JARDIM;Rua Vinte e Seis, N. 5, LT 149, QD 146;150.000,00;190.000,00;21.05;Lote, 260.00 de área do terreno, plano, murado.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000322
1500000000323;GO;RIO VERDE;PARQUE DOS BURITIS;Rua das Quaresmeiras, N. 10, CS 150, LT 147;260.000,00;320.000,00;18.75;Casa, 120.00 de área privativa, 240.00 de área do terreno, 3 qto(s), edícula.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000323
1500000000324;GO;APARECIDA DE GOIANIA;SETOR GARAVELO;Rua 25, N. SN, Apto 1003, RES. GARAVELO PRIME;270.000,00;340.000,00;20.59;Apartamento, 70.00 de área privativa, 2 qto(s), varanda ampla.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000324
1500000000325;GO;GOIANIA;SETOR NOVA SUIÇA;Rua C-279, N. 10, Apto 3802, ED. NOVA SUÍÇA ICON;720.000,00;900.000,00;20.00;Apartamento, 120.00 de área privativa, 4 qto(s), 3 suítes, 3 vagas, lazer alto padrão.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000325
1500000000326;GO;GOIANIA;JARDIM AMERICA;Rua C-185, N. SN, Apto 2205, RES. AMERICA PRIME;410.000,00;510.000,00;19.61;Apartamento, 85.00 de área privativa, 3 qto(s), suíte, lazer completo.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000326
1500000000327;GO;ANAPOLIS;VILA FABRIL;Rua Sessenta e Cinco, N. 10, LT 151, QD 148;130.000,00;160.000,00;18.75;Lote, 220.00 de área do terreno, com estrutura de fundação.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000327
1500000000328;GO;RIO VERDE;SETOR PRIMAVERA;Rua das Primaveras, N. 50, CS 152, LT 149;200.000,00;250.000,00;20.00;Casa, 95.00 de área privativa, 180.00 de área do terreno, 3 qto(s), bom estado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000328
1500000000329;GO;APARECIDA DE GOIANIA;SETOR MORADA DOS PAINÉIS;Rua X-17, N. SN, Apto 1602, ED. VISTA DA SERRA;320.000,00;400.000,00;20.00;Apartamento, 75.00 de área privativa, 2 qto(s), suíte, varanda fechada.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000329
